"Transba";"EETT San Nicolás Norte -Ramallo";"LAT San Nicolás Norte - Ramallo (132 kV)13 km"
"Transba";"ET Mercedes Dos";"Nueva ET Mercedes Dos-132/33/13.2 kV (30MVA) LaT Mercedes-Mercedes Dos (132kV) de 13 km"
"Transba";"ET Junín Sur";"Nueva ET Junín Sur-132/33/13.2 kV (30 MVA) LATChacabuco Ind. - Junín Sur (132 kV) de 48 km"
"Transba";"ET Roque Pérez";"Nueva ET Roque Pérez-132/33/13.2 kV (30 MVA)."
"Transba";"ET 25 de Mayo Dos";"Nueva ET 25 de Mayo Dos-132/33/13.2 kV (30 MVA) seccionando la futura LAT Bragado - 25 de Mayo"
"Transba";"ET Puan";"Nueva ET Puan-132/33/13.2kV (2 x 30 MVA) seccionando LAT Guatraché -Pigué"
"Transba";"EETT Brandsen -Kaiser";"Doble Terna Brandsen - Kaiser (132 kV) de 35 km"
"Transba";"ET Campana Puerto";"Nueva ET Campana Puerto-132/33/13.2 kV (45 MVA) LAT Campana Puerto -Campana Tres(132 kV)7km LATCampana Puerto- Campana (132kV) de 7km"
"Transba";"ET Este";"Nueva ET Este (B. Blanca)-132/33/13.2 kV (2 x30 MVA) seccionando LAT B. Blanca P. Alta"
"Transba";"EETT Arrecifes Pergamino";"LATArrecifes - Pergamino (132 kV) de44 km"
"Transba";"EETT T.Lauquen - Saliquelló";"LAT T. Lauquen - Saliquelló (132 kV) de 100 km"
"Transba";"EETT T.Lauquen - G. Villegas";"LAT T. Lauquen - G. Villegas (132 kV) de 115 km"
"Transba";"EETT Lobos Monte";"LAT Lobos-Monte (132 kV) de 48 km"
"Transba";"EETT Villa Gesell Mar de Ajó";"LAT Villa Gesell - Mar de Ajó (132 kV) de 66 km"
"Transba";"EETT Mar de Ajó -L. Toninas";"LAT Mar de Ajó - L. Toninas (132 kV) de 30 km"
"Transba";"ET Olavarría Tres";"Nueva ET Olavarría Tres-132/33/13.2 kV (2 x 30 MVA), seccionando Olavarría -La Pampita y Olavarría - L. Negra"
"Transba";"ET Guaminí";"LAT Guaminí - Saliquelló (132 kV) de 70 km"
"Transba";"EETT Ramallo -Ramallo Industrial";"LAT: Segundo circuito Ramallo - Ramallo Industrial. (132 kV) de 18 km"
"Transba";"EET T Macachín -Puán";"LAT Macachín - Puán (132 kV) de 95 km"
"Transba";"EETT C. Suárez -C. Pringles";"LAT C. Suárez - C. Pringles (132 kV) de 95 km"
"Transba";"ET Chascomús";"Remplazo de T2CU de 15/10/15 MVA por otro de 30/20/30 MVA"
"Transba";"ET Las Armas";"Instalación de un 2° transformador 132/34,5/13,8 kV - 15/10/15 MVA (Se puede utilizar el de Balcarce, Barker o Zarate)"
"Transba";"ET Tres Arroyos";"Instalación tercer transformador 132/33/13,2 kV 30/30/10 MVA."
"Transba";"ET G. Chaves";"Instalación 2do transformador de 15/10/15 MVA - 132/33/13,2 kV (transformador existente)"
"Transba";"ET Mar de Ajó";"Remplazo de un transformador T2MJ 132/33/13,2 kV - 15/10/15 MVA por otro de 30/10/30 MVA - 132/34.5/13.8 kV"
"Transba";"ET Miramar";"Reemplazo de los transformadores T1 MR y T2MR 132/33/13,2 kV - 15/10/15 MVA por otros de 30/20/30 MVA -132/34.5/13.8 kV"
"Transba";"ET IMSA";"Segundo transformador 132/33/13,2 kV -15/10/15 MVA"
"Transba";"ET Rojas";"Reemplazo transformador actual T1RF de 15/10/15 MVA - 132/33/13.2 kV por otro de 30/20/30 MVA - 132/33/13.2 kV"
"Transba";"ET Norte II";"Instalación de un 3° transformador 132/34,5/13,8 kV - 45/30/45 MVA y adecuación de la ET."
"Transba";"ET Quequén";"Instalación de nuevo transformador 15/10/15 MVA y adecuación de la ET."
"Transba";"ET Colón";"Instalación de un 2° transformador 132/34,5/13,8 kV - 30/20/30 MVA -Segunda barra de 132 kV."
"Transba";"ET Coronel Suárez";"Reemplazo de los dos transformadores 15/10/15MVA por dos nuevos transformadores de 30/30/20 MVA"
"Transba";"ET Monte";"Remplazo de actuales transformadores de 15 MVA por transformadores 132/34.5/13.8 kV - 30/20/30 MVA."
